customer_id,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone,customer_since
42.0,Scott,yrichardson@example.net,Gold,4061.0,2025-12-11,REG,3640807198,2021-05-02
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,1852057867,2024-01-29
39.0,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,452163321,2025-08-25
85.0,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,2089421038,2025-02-15
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,8370000512,2023-02-17
39.0,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,1815373493,2025-08-25
28.0,Jason,acevedoheather@example.com,Gold,1369.0,2026-01-08,REG,3567808684,2021-09-27
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,1321587336,2025-07-24
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,5163529691,2021-04-03
19.0,Alicia,catherine28@example.net,Silver,608.0,2025-12-08,AR,6999741786,2026-01-10
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,6692485825,2022-11-29
78.0,Vanessa,kristin05@example.com,Gold,2869.0,2026-01-04,HS,4072716384,2023-04-08
68.0,Jesus,perezwillie@example.org,Silver,3923.0,2026-01-10,AR,6799645300,2024-06-22
47.0,Stephanie,david01@example.net,Silver,3643.0,2026-01-08,REG,2551338577,2021-04-30
98.0,Michael,emilyclay@example.net,Gold,1045.0,2025-12-27,AR,8408624952,2022-10-05
20.0,Ronald,stephanie53@example.net,Bronze,3272.0,2026-01-30,REG,1553545097,2024-03-29
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,8813741385,2022-11-23
91.0,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,9980560591,2022-08-06
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,9356350463,2022-12-08
106.0,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,5686791246,2023-06-21
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,4403143803,2025-07-24
28.0,Jason,acevedoheather@example.com,Gold,1369.0,2026-01-08,REG,9258363758,2021-09-27
17.0,David,irussell@example.com,Gold,1930.0,2026-01-23,REG,1220308366,2023-10-20
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,6783118613,2022-12-08
2.0,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,2790369453,2021-07-10
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2960554333,2025-08-14
30.0,Adam,dchase@example.org,Gold,146.0,2025-12-13,AR,3520245720,2023-06-21
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,183869678,2025-08-14
80.0,Billy,leelee@example.com,Gold,3791.0,2026-01-11,HS,85170608,2022-07-02
54.0,Justin,larry96@example.net,Silver,2056.0,2025-12-08,REG,6933177210,2023-12-05
23.0,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,1193629570,2024-12-07
67.0,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,1070602650,2023-10-01
49.0,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,7604756898,2025-10-29
32.0,Allison,scox@example.net,Gold,2911.0,2026-01-29,HS,1373482702,2026-01-16
30.0,Adam,dchase@example.org,Gold,146.0,2025-12-13,AR,4593902240,2023-06-21
17.0,David,irussell@example.com,Gold,1930.0,2026-01-23,REG,1166289035,2023-10-20
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,2031806565,2025-07-02
91.0,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,241305849,2022-08-06
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,8604589836,2024-03-27
65.0,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,3140220912,2024-12-29
4.0,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,5612765009,2023-04-29
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,7085437710,2021-11-03
113.0,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,5579813856,2023-02-25
23.0,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,1991725223,2024-12-07
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,597953973,2022-11-30
69.0,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,2077163578,2023-11-08
39.0,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,4443400315,2025-08-25
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,7555543926,2024-04-19
35.0,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,3117474826,2021-08-22
85.0,Kevin,ssmith@example.net,Gold,1300.0,2026-01-29,REG,2595001244,2025-02-15
18.0,Jacob,alexis79@example.net,Bronze,3582.0,2025-12-10,AR,8319802791,2024-05-08
16.0,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,5210044684,2023-05-31
47.0,Stephanie,david01@example.net,Silver,3643.0,2026-01-08,REG,9200570398,2021-04-30
67.0,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3205936293,2023-10-01
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,7716059477,2025-08-14
116.0,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,3726590628,2026-01-25
27.0,Cheyenne,stephen15@example.com,Gold,2811.0,2025-12-14,REG,4466984097,2023-09-15
15.0,Jaime,brownjohn@example.org,Silver,2931.0,2026-01-09,HS,7682207007,2024-03-25
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,5872898254,2025-08-03
90.0,Kim,regina34@example.net,Gold,4496.0,2026-01-30,AR,7392419987,2021-07-16
91.0,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,1578933005,2022-08-06
65.0,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,7072358863,2024-12-29
101.0,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,9381839307,2024-03-14
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,9918959746,2021-04-22
8.0,Heather,vanessa13@example.org,Gold,202.0,2025-12-24,REG,8496123970,2025-10-20
98.0,Michael,emilyclay@example.net,Gold,1045.0,2025-12-27,AR,6016414951,2022-10-05
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,7411230664,2023-02-17
16.0,Joshua,anita78@example.com,Bronze,197.0,2026-01-27,AR,5089871615,2023-05-31
98.0,Michael,emilyclay@example.net,Gold,1045.0,2025-12-27,AR,4546133246,2022-10-05
66.0,Sherri,christina44@example.com,Silver,1445.0,2025-12-17,HS,5551797489,2021-09-17
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,3567656367,2024-04-19
32.0,Allison,scox@example.net,Gold,2911.0,2026-01-29,HS,8907137042,2026-01-16
80.0,Billy,leelee@example.com,Gold,3791.0,2026-01-11,HS,5063900069,2022-07-02
75.0,Anthony,manuel20@example.net,Silver,4973.0,2026-02-02,AR,9283142942,2024-05-15
107.0,Noah,kathleen44@example.org,Silver,4548.0,2025-12-26,HS,5677534933,2022-07-12
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,959283719,2024-03-27
98.0,Michael,emilyclay@example.net,Gold,1045.0,2025-12-27,AR,6269467702,2022-10-05
113.0,Scott,erinmartinez@example.com,Bronze,16.0,2025-12-19,AR,6830709327,2023-02-25
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,5262851954,2024-03-27
9.0,Nicholas,murphysamantha@example.net,Gold,3255.0,2026-01-01,HS,7340620268,2023-05-22
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,6175923054,2021-04-22
93.0,Andrew,hughesjill@example.com,Gold,2735.0,2026-01-20,HS,8708170417,2022-05-07
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,6962812527,2022-12-08
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,6923609579,2021-04-22
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,4541672017,2022-11-23
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,9673800168,2024-03-27
24.0,Raymond,brittneymurphy@example.org,Bronze,2511.0,2026-01-29,AR,2148151854,2025-04-01
63.0,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,3074855680,2023-02-21
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,382650256,2025-07-24
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,8403500455,2022-11-23
68.0,Jesus,perezwillie@example.org,Silver,3923.0,2026-01-10,AR,4596366640,2024-06-22
93.0,Andrew,hughesjill@example.com,Gold,2735.0,2026-01-20,HS,7937741926,2022-05-07
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,538091272,2022-11-23
9.0,Nicholas,murphysamantha@example.net,Gold,3255.0,2026-01-01,HS,8652253672,2023-05-22
105.0,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,2614822249,2024-03-15
12.0,Juan,steven18@example.org,Bronze,766.0,2026-01-25,HS,5224764287,2024-12-20
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,1570249298,2023-09-20
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,5578213583,2024-03-27
19.0,Alicia,catherine28@example.net,Silver,608.0,2025-12-08,AR,5036032193,2026-01-10
20.0,Ronald,stephanie53@example.net,Bronze,3272.0,2026-01-30,REG,7503666991,2024-03-29
64.0,Paula,rlozano@example.com,Gold,4682.0,2025-12-10,REG,2978103945,2025-07-24
60.0,Rhonda,hlee@example.org,Gold,3191.0,2025-12-21,AR,943239777,2025-06-17
74.0,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,8103648321,2025-09-08
33.0,James,staylor@example.org,Silver,1734.0,2026-01-11,HS,2812022909,2023-04-15
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,8168935008,2022-11-29
18.0,Jacob,alexis79@example.net,Bronze,3582.0,2025-12-10,AR,8911430198,2024-05-08
24.0,Raymond,brittneymurphy@example.org,Bronze,2511.0,2026-01-29,AR,7559962472,2025-04-01
88.0,Juan,rebeccabennett@example.com,Bronze,1527.0,2026-01-16,HS,7363470524,2022-03-13
111.0,Jesse,jeffreyrhodes@example.org,Gold,4642.0,2026-01-20,REG,8028682066,2021-08-01
71.0,Christopher,usilva@example.org,Bronze,2557.0,2025-12-07,HS,9930900656,2025-05-23
40.0,Brittany,morrisonmark@example.com,Silver,4736.0,2026-01-20,REG,3909383972,2022-12-10
69.0,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,8093482085,2023-11-08
24.0,Raymond,brittneymurphy@example.org,Bronze,2511.0,2026-01-29,AR,1268419466,2025-04-01
120.0,Christina,leslie56@example.net,Silver,1060.0,2026-01-06,REG,5899161167,2022-09-04
88.0,Juan,rebeccabennett@example.com,Bronze,1527.0,2026-01-16,HS,7423971648,2022-03-13
36.0,Maria,dcox@example.org,Bronze,2976.0,2026-01-05,AR,447851914,2022-06-25
104.0,Christopher,robert32@example.net,Bronze,225.0,2025-12-11,REG,2898041233,2022-10-08
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,4543567763,2024-03-27
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,8494439129,2024-01-29
119.0,Amanda,perkinsgina@example.org,Silver,2565.0,2025-12-17,HS,6268638365,2023-09-16
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,1046984101,2024-03-27
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,9196434294,2022-11-23
52.0,Michelle,juanhammond@example.net,Bronze,3108.0,2025-12-22,AR,4561437305,2024-02-03
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,8260269258,2024-01-29
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,2492403993,2023-02-17
68.0,Jesus,perezwillie@example.org,Silver,3923.0,2026-01-10,AR,3467769249,2024-06-22
53.0,Elaine,zjohnson@example.net,Bronze,4090.0,2025-12-30,REG,508664181,2024-06-11
100.0,Ryan,christianwilliam@example.com,Gold,3436.0,2026-01-30,AR,4842774811,2021-06-15
1.0,Chris,kingsteven@example.org,Gold,854.0,2026-01-15,HS,2302283514,2024-08-16
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,7210358292,2024-03-15
108.0,Ronald,kaitlyn45@example.org,Silver,3067.0,2025-12-29,AR,9356417315,2021-05-28
20.0,Ronald,stephanie53@example.net,Bronze,3272.0,2026-01-30,REG,7562424350,2024-03-29
94.0,Zachary,donaldpaul@example.com,Bronze,4555.0,2026-02-03,REG,1096330643,2021-04-20
78.0,Vanessa,kristin05@example.com,Gold,2869.0,2026-01-04,HS,3403635336,2023-04-08
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,2840715257,2025-08-03
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,9759674856,2023-08-03
33.0,James,staylor@example.org,Silver,1734.0,2026-01-11,HS,1134709467,2023-04-15
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,351340708,2021-04-22
88.0,Juan,rebeccabennett@example.com,Bronze,1527.0,2026-01-16,HS,1580747773,2022-03-13
78.0,Vanessa,kristin05@example.com,Gold,2869.0,2026-01-04,HS,1820298102,2023-04-08
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,6409976645,2024-03-15
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,4518464085,2023-09-20
87.0,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,1366253484,2023-02-16
67.0,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,4933148223,2023-10-01
7.0,Donna,silvabrendan@example.com,Bronze,3510.0,2025-12-22,HS,3814741479,2023-03-26
21.0,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,2573150275,2025-09-12
91.0,Kylie,elizabeth92@example.net,Gold,4735.0,2026-01-30,AR,2817754148,2022-08-06
103.0,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,6347799446,2022-06-14
72.0,Amanda,avilajames@example.com,Bronze,98.0,2025-12-10,AR,6419179583,2021-10-01
5.0,Joshua,christopher25@example.net,Gold,1733.0,2026-01-27,REG,3899933518,2024-03-27
119.0,Amanda,perkinsgina@example.org,Silver,2565.0,2025-12-17,HS,1991259934,2023-09-16
36.0,Maria,dcox@example.org,Bronze,2976.0,2026-01-05,AR,9646875219,2022-06-25
114.0,Rebecca,blacksteven@example.org,Bronze,1243.0,2025-12-30,AR,515088254,2023-09-21
10.0,Yvonne,joseph33@example.com,Bronze,4218.0,2026-01-05,HS,5634465194,2021-11-26
83.0,April,johnsonbeverly@example.org,Bronze,160.0,2025-12-18,HS,9663266770,2024-01-29
67.0,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3681259065,2023-10-01
38.0,Troy,jenniferwebster@example.net,Gold,2385.0,2025-12-12,HS,6995024291,2022-04-10
105.0,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,6950326536,2024-03-15
24.0,Raymond,brittneymurphy@example.org,Bronze,2511.0,2026-01-29,AR,893245901,2025-04-01
103.0,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,3100683726,2022-06-14
26.0,Steven,cmills@example.net,Silver,659.0,2026-02-02,AR,1802228144,2023-12-05
31.0,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,7379813385,2024-03-27
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,3791616612,2023-09-20
29.0,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,240665372,2025-11-24
30.0,Adam,dchase@example.org,Gold,146.0,2025-12-13,AR,2465231886,2023-06-21
52.0,Michelle,juanhammond@example.net,Bronze,3108.0,2025-12-22,AR,3294332770,2024-02-03
80.0,Billy,leelee@example.com,Gold,3791.0,2026-01-11,HS,1715014920,2022-07-02
120.0,Christina,leslie56@example.net,Silver,1060.0,2026-01-06,REG,2944669346,2022-09-04
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,1246033122,2025-07-02
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,3689165662,2023-09-20
109.0,Anthony,jonathan16@example.com,Gold,815.0,2026-01-26,AR,5125542619,2025-02-18
53.0,Elaine,zjohnson@example.net,Bronze,4090.0,2025-12-30,REG,4695494465,2024-06-11
26.0,Steven,cmills@example.net,Silver,659.0,2026-02-02,AR,7553901004,2023-12-05
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,1271190821,2025-08-03
48.0,Desiree,ncox@example.org,Bronze,4976.0,2025-12-27,HS,7406208114,2022-05-17
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,9072494331,2022-11-30
61.0,Shannon,stephen26@example.org,Bronze,1696.0,2025-12-30,REG,6806477797,2025-03-11
27.0,Cheyenne,stephen15@example.com,Gold,2811.0,2025-12-14,REG,8064901627,2023-09-15
117.0,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,3494547093,2024-03-03
117.0,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,7602642880,2024-03-03
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,1284828977,2021-04-22
65.0,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,9645923686,2024-12-29
117.0,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,9851974335,2024-03-03
94.0,Zachary,donaldpaul@example.com,Bronze,4555.0,2026-02-03,REG,2477457693,2021-04-20
37.0,Benjamin,ymarquez@example.net,Silver,1959.0,2025-12-25,REG,6742818385,2025-11-12
63.0,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,6981344909,2023-02-21
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,497007055,2022-12-08
21.0,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,4258113370,2025-09-12
23.0,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,465095241,2024-12-07
107.0,Noah,kathleen44@example.org,Silver,4548.0,2025-12-26,HS,28031805,2022-07-12
52.0,Michelle,juanhammond@example.net,Bronze,3108.0,2025-12-22,AR,9932426552,2024-02-03
1.0,Chris,kingsteven@example.org,Gold,854.0,2026-01-15,HS,3222356130,2024-08-16
1.0,Chris,kingsteven@example.org,Gold,854.0,2026-01-15,HS,5443460762,2024-08-16
2.0,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,6809011770,2021-07-10
13.0,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,5082028510,2024-12-27
79.0,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,6331704320,2022-03-03
10.0,Yvonne,joseph33@example.com,Bronze,4218.0,2026-01-05,HS,3940455768,2021-11-26
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,898831098,2025-07-02
11.0,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,3680740942,2025-08-03
81.0,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,3596604517,2025-01-27
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,8474327583,2023-02-17
29.0,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,8693609166,2025-11-24
34.0,Amanda,taylortravis@example.org,Gold,1843.0,2026-01-23,HS,4905775537,2024-12-11
22.0,Devin,stevemann@example.com,Gold,4282.0,2026-01-25,AR,1999639022,2023-04-15
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,4081954790,2023-09-20
20.0,Ronald,stephanie53@example.net,Bronze,3272.0,2026-01-30,REG,5665983458,2024-03-29
49.0,Sharon,patrick73@example.net,Gold,2049.0,2026-01-08,HS,4000222191,2025-10-29
6.0,Gina,zmoody@example.net,Gold,4931.0,2026-01-10,REG,8860001585,2022-11-23
77.0,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,4665137166,2025-10-20
3.0,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,5993804166,2021-09-04
29.0,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,564881609,2025-11-24
87.0,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,9667028607,2023-02-16
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,4479243651,2022-11-30
48.0,Desiree,ncox@example.org,Bronze,4976.0,2025-12-27,HS,3537775939,2022-05-17
46.0,John,morganmcintyre@example.net,Silver,1016.0,2026-01-15,AR,6606812791,2022-06-21
55.0,Madison,john15@example.net,Bronze,3170.0,2026-01-19,REG,2829630494,2025-03-03
3.0,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,8581888404,2021-09-04
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,3087363673,2021-11-03
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,7008629634,2022-11-29
87.0,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,6845597564,2023-02-16
63.0,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,2843267281,2023-02-21
38.0,Troy,jenniferwebster@example.net,Gold,2385.0,2025-12-12,HS,6305754911,2022-04-10
92.0,Ernest,fescobar@example.org,Silver,3104.0,2026-02-01,REG,9443870849,2022-11-29
107.0,Noah,kathleen44@example.org,Silver,4548.0,2025-12-26,HS,5305944458,2022-07-12
42.0,Scott,yrichardson@example.net,Gold,4061.0,2025-12-11,REG,6631107844,2021-05-02
38.0,Troy,jenniferwebster@example.net,Gold,2385.0,2025-12-12,HS,5418390576,2022-04-10
40.0,Brittany,morrisonmark@example.com,Silver,4736.0,2026-01-20,REG,8564713254,2022-12-10
94.0,Zachary,donaldpaul@example.com,Bronze,4555.0,2026-02-03,REG,979165542,2021-04-20
41.0,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,9164736290,2022-07-02
14.0,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,9555575306,2025-08-14
56.0,Cynthia,jamienorris@example.org,Gold,1682.0,2026-01-11,AR,3507858924,2025-08-25
86.0,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,3976779846,2023-12-02
84.0,Rebecca,dillon49@example.com,Bronze,4493.0,2026-01-02,AR,8982693170,2021-04-03
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,5858063386,2023-08-03
69.0,Jacob,usmith@example.net,Bronze,253.0,2025-12-06,AR,9744071590,2023-11-08
13.0,Whitney,joseph52@example.com,Silver,4389.0,2025-12-22,REG,5258643435,2024-12-27
82.0,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,5019194143,2023-02-17
65.0,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,1242697017,2024-12-29
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,407185524,2023-08-03
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,4409964245,2024-04-19
117.0,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,4222098116,2024-03-03
39.0,Martin,julia84@example.com,Gold,2919.0,2025-12-07,AR,6100926880,2025-08-25
44.0,James,nelsonlaura@example.net,Gold,262.0,2026-01-18,HS,882143040,2024-04-19
8.0,Heather,vanessa13@example.org,Gold,202.0,2025-12-24,REG,4479892636,2025-10-20
108.0,Ronald,kaitlyn45@example.org,Silver,3067.0,2025-12-29,AR,5874160564,2021-05-28
66.0,Sherri,christina44@example.com,Silver,1445.0,2025-12-17,HS,982541055,2021-09-17
59.0,Vanessa,keithshane@example.com,Gold,4499.0,2025-12-21,REG,8928433340,2021-04-22
81.0,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,5820042287,2025-01-27
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,6221565316,2023-08-03
35.0,Steven,sherry98@example.com,Bronze,488.0,2026-01-27,REG,7220733388,2021-08-22
102.0,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,3640387577,2022-11-30
58.0,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,7819122195,2024-03-15
76.0,Emma,dawn52@example.org,Gold,4433.0,2026-01-28,REG,6849275885,2025-05-28
45.0,Kristen,hernandezloretta@example.com,Gold,623.0,2026-01-06,HS,5180210165,2024-02-05
86.0,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,7674092605,2023-12-02
23.0,Derrick,bbryant@example.net,Silver,3397.0,2026-01-15,REG,8764498457,2024-12-07
76.0,Emma,dawn52@example.org,Gold,4433.0,2026-01-28,REG,2847642200,2025-05-28
81.0,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,5440833919,2025-01-27
62.0,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,1312574091,2024-07-04
104.0,Christopher,robert32@example.net,Bronze,225.0,2025-12-11,REG,8673298729,2022-10-08
87.0,David,lowemary@example.org,Bronze,3987.0,2026-02-01,REG,2208914177,2023-02-16
4.0,Julie,andersonstacy@example.com,Gold,2777.0,2026-01-19,HS,6473249291,2023-04-29
72.0,Amanda,avilajames@example.com,Bronze,98.0,2025-12-10,AR,2984425826,2021-10-01
73.0,John,justin13@example.org,Silver,2200.0,2026-01-21,AR,1097567818,2024-04-07
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,91325670,2022-12-08
94.0,Zachary,donaldpaul@example.com,Bronze,4555.0,2026-02-03,REG,8333077555,2021-04-20
57.0,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,9712410109,2023-08-03
110.0,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,2113793126,2021-11-03
103.0,Madison,michellewilson@example.org,Bronze,3354.0,2026-01-20,REG,235477978,2022-06-14
21.0,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,26734498,2025-09-12
72.0,Amanda,avilajames@example.com,Bronze,98.0,2025-12-10,AR,8236015518,2021-10-01
41.0,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,5006684693,2022-07-02
109.0,Anthony,jonathan16@example.com,Gold,815.0,2026-01-26,AR,3338488329,2025-02-18
96.0,Jeffrey,qjones@example.com,Bronze,4565.0,2026-01-10,AR,1412439665,2023-09-20
89.0,Kyle,robertstracy@example.org,Bronze,1218.0,2026-01-29,AR,3648473258,2025-07-02
97.0,Kelly,mark45@example.com,Bronze,3446.0,2026-01-30,REG,5915244533,2022-12-08
80.0,Billy,leelee@example.com,Gold,3791.0,2026-01-11,HS,8568561616,2022-07-02
65.0,Allison,ncopeland@example.com,Gold,1648.0,2026-01-30,AR,4264560747,2024-12-29
81.0,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,4892469498,2025-01-27
27.0,Cheyenne,stephen15@example.com,Gold,2811.0,2025-12-14,REG,7672988513,2023-09-15
41.0,Thomas,bmartinez@example.net,Gold,1802.0,2025-12-15,AR,797447799,2022-07-02
72.0,Amanda,avilajames@example.com,Bronze,98.0,2025-12-10,AR,578837270,2021-10-01
12.0,Juan,steven18@example.org,Bronze,766.0,2026-01-25,HS,9274990130,2024-12-20
