line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,customer_id,store_id,transaction_date,total_amount,customer_phone_x,product_name,product_category,unit_price,current_stock_level,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone_y,customer_since,store_name,store_city,store_region,opening_date,promotion_name,start_date,end_date,discount_percentage,applicable_category
638,TXN100198,29,,2,3123.02,79.0,3,2026-02-01 08:11:01.568579,435.26,2997190327,Ground,Home,1561.51,84,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,4238845635.0,2022-03-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
639,TXN100198,8,,2,2469.42,79.0,3,2026-02-01 08:11:01.568579,435.26,2997190327,Weight,Grocery,1234.71,746,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,4238845635.0,2022-03-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
640,TXN100198,22,,4,2218.48,79.0,3,2026-02-01 08:11:01.568579,435.26,2997190327,Raise,Beauty,554.62,207,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,4238845635.0,2022-03-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
641,TXN100198,21,,3,5469.51,79.0,3,2026-02-01 08:11:01.568579,435.26,2997190327,Draw,Apparel,1823.17,783,Jennifer,walkershannon@example.org,Bronze,3234.0,2026-01-20,HS,4238845635.0,2022-03-03,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
642,TXN100199,29,2.0,1,1561.51,95.0,1,2026-01-28 08:11:01.568635,542.86,8342193178,Ground,Home,1561.51,84,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,2596760758.0,2021-11-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty
643,TXN100199,10,,4,707.4,95.0,1,2026-01-28 08:11:01.568635,542.86,8342193178,Without,Beauty,176.85,721,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,2596760758.0,2021-11-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
644,TXN100199,20,,2,234.12,95.0,1,2026-01-28 08:11:01.568635,542.86,8342193178,Standard,Home,117.06,236,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,2596760758.0,2021-11-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
645,TXN100199,11,,4,7601.32,95.0,1,2026-01-28 08:11:01.568635,542.86,8342193178,Tough,Home,1900.33,315,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,2596760758.0,2021-11-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
646,TXN100200,26,,3,3348.27,21.0,1,2026-01-30 08:11:01.568692,3500.61,1534694764,Well,Grocery,1116.09,176,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
647,TXN100200,6,,4,4820.84,21.0,1,2026-01-30 08:11:01.568692,3500.61,1534694764,Daughter,Apparel,1205.21,475,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
648,TXN100200,13,,4,6505.48,21.0,1,2026-01-30 08:11:01.568692,3500.61,1534694764,Approach,Beauty,1626.37,739,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
649,TXN100201,4,,2,878.72,101.0,4,2026-02-02 08:11:01.568745,374.98,5895990308,Offer,Beauty,439.36,835,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
650,TXN100201,13,,2,3252.74,101.0,4,2026-02-02 08:11:01.568745,374.98,5895990308,Approach,Beauty,1626.37,739,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
651,TXN100201,3,,3,4743.27,101.0,4,2026-02-02 08:11:01.568745,374.98,5895990308,Picture,Grocery,1581.09,882,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
652,TXN100202,26,,4,4464.36,31.0,2,2026-02-02 08:11:01.568819,2702.71,6968911052,Well,Grocery,1116.09,176,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
653,TXN100202,17,,1,908.3,31.0,2,2026-02-02 08:11:01.568819,2702.71,6968911052,Ask,Home,908.3,72,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
654,TXN100202,17,,3,2724.9,31.0,2,2026-02-02 08:11:01.568819,2702.71,6968911052,Ask,Home,908.3,72,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
655,TXN100202,19,,2,2031.18,31.0,2,2026-02-02 08:11:01.568819,2702.71,6968911052,Security,Electronics,1015.59,941,James,iproctor@example.com,Bronze,3219.0,2026-01-26,AR,100711157.0,2024-03-27,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
656,TXN100203,23,,1,1341.92,22.0,5,2026-02-01 08:11:01.568875,486.94,5463438592,Process,Home,1341.92,399,Devin,stevemann@example.com,Gold,4282.0,2026-01-25,AR,5001006241.0,2023-04-15,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
657,TXN100203,25,3.0,2,2128.26,22.0,5,2026-02-01 08:11:01.568875,486.94,5463438592,Money,Electronics,1064.13,60,Devin,stevemann@example.com,Gold,4282.0,2026-01-25,AR,5001006241.0,2023-04-15,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Next Sale,2026-01-23,2026-02-09,23.25,ALL
658,TXN100203,12,,1,1932.98,22.0,5,2026-02-01 08:11:01.568875,486.94,5463438592,Hour,Grocery,1932.98,744,Devin,stevemann@example.com,Gold,4282.0,2026-01-25,AR,5001006241.0,2023-04-15,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
659,TXN100204,12,4.0,2,3865.96,63.0,4,2026-01-31 08:11:01.568929,4572.86,3511072931,Hour,Grocery,1932.98,744,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,6361771697.0,2023-02-21,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
660,TXN100204,22,3.0,3,1663.86,63.0,4,2026-01-31 08:11:01.568929,4572.86,3511072931,Raise,Beauty,554.62,207,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,6361771697.0,2023-02-21,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Next Sale,2026-01-23,2026-02-09,23.25,ALL
661,TXN100204,14,,3,1932.0,63.0,4,2026-01-31 08:11:01.568929,4572.86,3511072931,Consider,Apparel,644.0,768,Christine,andersonashley@example.com,Gold,4723.0,2026-01-01,AR,6361771697.0,2023-02-21,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
664,TXN100206,8,,2,2469.42,86.0,3,2026-01-31 08:11:01.569034,2778.33,5570031058,Weight,Grocery,1234.71,746,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
665,TXN100206,17,,3,2724.9,86.0,3,2026-01-31 08:11:01.569034,2778.33,5570031058,Ask,Home,908.3,72,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
666,TXN100206,1,,2,1528.82,86.0,3,2026-01-31 08:11:01.569034,2778.33,5570031058,Guy,Home,764.41,977,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
667,TXN100206,1,,1,764.41,86.0,3,2026-01-31 08:11:01.569034,2778.33,5570031058,Guy,Home,764.41,977,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
668,TXN100206,7,5.0,3,421.74,86.0,3,2026-01-31 08:11:01.569034,2778.33,5570031058,Later,Grocery,140.58,481,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
669,TXN100207,7,,1,140.58,81.0,4,2026-01-31 08:11:01.569088,4813.94,6339122155,Later,Grocery,140.58,481,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,5141752312.0,2025-01-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
670,TXN100207,12,,3,5798.94,81.0,4,2026-01-31 08:11:01.569088,4813.94,6339122155,Hour,Grocery,1932.98,744,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,5141752312.0,2025-01-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
671,TXN100207,19,,4,4062.36,81.0,4,2026-01-31 08:11:01.569088,4813.94,6339122155,Security,Electronics,1015.59,941,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,5141752312.0,2025-01-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
672,TXN100207,3,,1,1581.09,81.0,4,2026-01-31 08:11:01.569088,4813.94,6339122155,Picture,Grocery,1581.09,882,Ronald,jtorres@example.org,Silver,956.0,2026-01-22,REG,5141752312.0,2025-01-27,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
673,TXN100208,3,,1,1581.09,25.0,1,2026-02-01 08:11:01.569142,4996.93,557066073,Picture,Grocery,1581.09,882,Tim,jenniferlambert@example.net,Gold,1794.0,2025-12-25,REG,8240937010.0,2025-04-27,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,
674,TXN100208,25,5.0,4,4256.52,25.0,1,2026-02-01 08:11:01.569142,4996.93,557066073,Money,Electronics,1064.13,60,Tim,jenniferlambert@example.net,Gold,1794.0,2025-12-25,REG,8240937010.0,2025-04-27,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
675,TXN100209,26,,3,3348.27,48.0,3,2026-02-04 08:11:01.569196,2902.42,1881784090,Well,Grocery,1116.09,176,Desiree,ncox@example.org,Bronze,4976.0,2025-12-27,HS,5285643423.0,2022-05-17,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
676,TXN100210,17,,3,2724.9,106.0,5,2026-02-04 08:11:01.569258,3325.33,8857094428,Ask,Home,908.3,72,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,2886653238.0,2023-06-21,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
677,TXN100210,23,4.0,2,2683.84,106.0,5,2026-02-04 08:11:01.569258,3325.33,8857094428,Process,Home,1341.92,399,Joshua,shawnbrown@example.org,Bronze,959.0,2026-01-26,HS,2886653238.0,2023-06-21,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
678,TXN100211,15,3.0,1,240.46,116.0,3,2026-02-01 08:11:01.569312,3071.39,5895096049,Tell,Home,240.46,357,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Next Sale,2026-01-23,2026-02-09,23.25,ALL
679,TXN100211,1,3.0,4,3057.64,116.0,3,2026-02-01 08:11:01.569312,3071.39,5895096049,Guy,Home,764.41,977,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Next Sale,2026-01-23,2026-02-09,23.25,ALL
680,TXN100211,1,,1,764.41,116.0,3,2026-02-01 08:11:01.569312,3071.39,5895096049,Guy,Home,764.41,977,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
681,TXN100211,26,,1,1116.09,116.0,3,2026-02-01 08:11:01.569312,3071.39,5895096049,Well,Grocery,1116.09,176,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
682,TXN100212,10,,1,176.85,77.0,2,2026-01-31 08:11:01.569367,4029.47,3621959178,Without,Beauty,176.85,721,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,2439108397.0,2025-10-20,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
683,TXN100212,10,,4,707.4,77.0,2,2026-01-31 08:11:01.569367,4029.47,3621959178,Without,Beauty,176.85,721,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,2439108397.0,2025-10-20,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
684,TXN100212,21,,2,3646.34,77.0,2,2026-01-31 08:11:01.569367,4029.47,3621959178,Draw,Apparel,1823.17,783,Nicholas,churst@example.org,Silver,3777.0,2025-12-28,HS,2439108397.0,2025-10-20,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
685,TXN100213,30,,2,3764.04,86.0,2,2026-02-03 08:11:01.569422,3802.33,7760255272,Send,Home,1882.02,876,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
686,TXN100213,25,,2,2128.26,86.0,2,2026-02-03 08:11:01.569422,3802.33,7760255272,Money,Electronics,1064.13,60,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
687,TXN100213,21,3.0,2,3646.34,86.0,2,2026-02-03 08:11:01.569422,3802.33,7760255272,Draw,Apparel,1823.17,783,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL
688,TXN100213,15,,4,961.84,86.0,2,2026-02-03 08:11:01.569422,3802.33,7760255272,Tell,Home,240.46,357,Dana,sellersderrick@example.org,Silver,4911.0,2025-12-23,REG,9552872734.0,2023-12-02,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
694,TXN100215,4,,4,1757.44,74.0,3,2026-01-30 08:11:01.569531,1887.82,4377175090,Offer,Beauty,439.36,835,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,374990812.0,2025-09-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
695,TXN100215,1,2.0,4,3057.64,74.0,3,2026-01-30 08:11:01.569531,1887.82,4377175090,Guy,Home,764.41,977,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,374990812.0,2025-09-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Full Sale,2026-01-19,2026-02-17,15.89,Beauty
696,TXN100215,23,,2,2683.84,74.0,3,2026-01-30 08:11:01.569531,1887.82,4377175090,Process,Home,1341.92,399,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,374990812.0,2025-09-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
697,TXN100215,4,,2,878.72,74.0,3,2026-01-30 08:11:01.569531,1887.82,4377175090,Offer,Beauty,439.36,835,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,374990812.0,2025-09-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
698,TXN100215,30,1.0,1,1882.02,74.0,3,2026-01-30 08:11:01.569531,1887.82,4377175090,Send,Home,1882.02,876,Eric,gharrison@example.net,Silver,2961.0,2026-01-14,REG,374990812.0,2025-09-08,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
699,TXN100216,28,,2,3881.38,95.0,5,2026-01-30 08:11:01.569590,2135.97,8094999895,Loss,Apparel,1940.69,832,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,2596760758.0,2021-11-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,
700,TXN100216,28,1.0,3,5822.07,95.0,5,2026-01-30 08:11:01.569590,2135.97,8094999895,Loss,Apparel,1940.69,832,Christopher,zachary01@example.net,Silver,954.0,2026-01-14,REG,2596760758.0,2021-11-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
701,TXN100217,28,,4,7762.76,67.0,2,2026-01-31 08:11:01.569649,2558.79,7866347080,Loss,Apparel,1940.69,832,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
702,TXN100217,18,5.0,3,863.91,67.0,2,2026-01-31 08:11:01.569649,2558.79,7866347080,Process,Beauty,287.97,811,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
703,TXN100217,3,5.0,2,3162.18,67.0,2,2026-01-31 08:11:01.569649,2558.79,7866347080,Picture,Grocery,1581.09,882,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
704,TXN100218,16,,4,5537.0,116.0,3,2026-01-30 08:11:01.569703,4140.98,719055701,Summer,Apparel,1384.25,898,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
705,TXN100218,17,,2,1816.6,116.0,3,2026-01-30 08:11:01.569703,4140.98,719055701,Ask,Home,908.3,72,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
706,TXN100218,16,,1,1384.25,116.0,3,2026-01-30 08:11:01.569703,4140.98,719055701,Summer,Apparel,1384.25,898,Michelle,jonathanruiz@example.net,Gold,2524.0,2025-12-15,HS,8183849057.0,2026-01-25,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
707,TXN100219,20,1.0,1,117.06,102.0,2,2026-02-01 08:11:01.575833,664.33,8379441549,Standard,Home,117.06,236,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
708,TXN100219,16,5.0,3,4152.75,102.0,2,2026-02-01 08:11:01.575833,664.33,8379441549,Summer,Apparel,1384.25,898,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty
709,TXN100219,23,1.0,3,4025.76,102.0,2,2026-02-01 08:11:01.575833,664.33,8379441549,Process,Home,1341.92,399,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery
710,TXN100219,25,,1,1064.13,102.0,2,2026-02-01 08:11:01.575833,664.33,8379441549,Money,Electronics,1064.13,60,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
711,TXN100219,17,,3,2724.9,102.0,2,2026-02-01 08:11:01.575833,664.33,8379441549,Ask,Home,908.3,72,Brian,xnelson@example.org,Silver,2485.0,2026-01-21,AR,2850854303.0,2022-11-30,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
712,TXN100220,12,4.0,1,1932.98,110.0,4,2026-01-30 08:11:01.575980,3413.99,3616267044,Hour,Grocery,1932.98,744,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
713,TXN100220,20,,2,234.12,110.0,4,2026-01-30 08:11:01.575980,3413.99,3616267044,Standard,Home,117.06,236,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
714,TXN100220,14,,1,644.0,110.0,4,2026-01-30 08:11:01.575980,3413.99,3616267044,Consider,Apparel,644.0,768,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,
719,TXN100222,16,3.0,2,2768.5,58.0,3,2026-01-29 08:11:01.576105,1906.07,6971848855,Summer,Apparel,1384.25,898,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Next Sale,2026-01-23,2026-02-09,23.25,ALL
720,TXN100222,30,,3,5646.06,58.0,3,2026-01-29 08:11:01.576105,1906.07,6971848855,Send,Home,1882.02,876,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
721,TXN100222,26,,2,2232.18,58.0,3,2026-01-29 08:11:01.576105,1906.07,6971848855,Well,Grocery,1116.09,176,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
722,TXN100222,17,,3,2724.9,58.0,3,2026-01-29 08:11:01.576105,1906.07,6971848855,Ask,Home,908.3,72,Jennifer,raymondstephens@example.com,Bronze,1154.0,2026-02-03,REG,8579850143.0,2024-03-15,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
723,TXN100223,28,,4,7762.76,105.0,2,2026-01-28 08:11:01.576161,3228.89,7920024296,Loss,Apparel,1940.69,832,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,5301653865.0,2024-03-15,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
724,TXN100223,14,,1,644.0,105.0,2,2026-01-28 08:11:01.576161,3228.89,7920024296,Consider,Apparel,644.0,768,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,5301653865.0,2024-03-15,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
725,TXN100223,12,3.0,3,5798.94,105.0,2,2026-01-28 08:11:01.576161,3228.89,7920024296,Hour,Grocery,1932.98,744,Philip,micheal61@example.com,Silver,4893.0,2026-01-03,HS,5301653865.0,2024-03-15,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL
726,TXN100224,2,4.0,2,1878.68,3.0,3,2026-02-01 08:11:01.576217,3135.78,2304557646,Throughout,Beauty,939.34,289,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,2438403996.0,2021-09-04,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics
727,TXN100224,15,,2,480.92,3.0,3,2026-02-01 08:11:01.576217,3135.78,2304557646,Tell,Home,240.46,357,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,2438403996.0,2021-09-04,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
728,TXN100224,4,,2,878.72,3.0,3,2026-02-01 08:11:01.576217,3135.78,2304557646,Offer,Beauty,439.36,835,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,2438403996.0,2021-09-04,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
729,TXN100224,12,,3,5798.94,3.0,3,2026-02-01 08:11:01.576217,3135.78,2304557646,Hour,Grocery,1932.98,744,James,johnthomas@example.com,Bronze,1707.0,2025-12-23,AR,2438403996.0,2021-09-04,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
730,TXN100225,25,,4,4256.52,82.0,3,2026-01-29 08:11:01.576284,409.76,3231639625,Money,Electronics,1064.13,60,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,8132059974.0,2023-02-17,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
731,TXN100225,7,,2,281.16,82.0,3,2026-01-29 08:11:01.576284,409.76,3231639625,Later,Grocery,140.58,481,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,8132059974.0,2023-02-17,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
732,TXN100225,13,,2,3252.74,82.0,3,2026-01-29 08:11:01.576284,409.76,3231639625,Approach,Beauty,1626.37,739,Janet,vazquezrobert@example.org,Bronze,4067.0,2025-12-09,AR,8132059974.0,2023-02-17,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
733,TXN100226,2,,2,1878.68,14.0,3,2026-01-28 08:11:01.576339,784.91,2371050047,Throughout,Beauty,939.34,289,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
734,TXN100226,10,,2,353.7,14.0,3,2026-01-28 08:11:01.576339,784.91,2371050047,Without,Beauty,176.85,721,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
735,TXN100226,20,,2,234.12,14.0,3,2026-01-28 08:11:01.576339,784.91,2371050047,Standard,Home,117.06,236,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,
736,TXN100227,5,2.0,1,1052.76,14.0,2,2026-01-29 08:11:01.576393,576.24,269656223,Least,Beauty,1052.76,290,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty
737,TXN100227,12,,1,1932.98,14.0,2,2026-01-29 08:11:01.576393,576.24,269656223,Hour,Grocery,1932.98,744,Brad,stewartsamuel@example.com,Gold,2327.0,2026-01-29,AR,2417729882.0,2025-08-14,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,
