line_item_id,transaction_id,product_id,promotion_id,quantity,line_item_amount,customer_id,store_id,transaction_date,total_amount,customer_phone_x,product_name,product_category,unit_price,current_stock_level,first_name,email,loyalty_status,total_loyalty_points,last_purchase_date,segment_id,customer_phone_y,customer_since,store_name,store_city,store_region,opening_date,promotion_name,start_date,end_date,discount_percentage,applicable_category,error_reason
1744,TXN100545,13,,3,4879.11,101.0,3,2026-02-01 08:11:01.650411,-2209.23,5528396530,Approach,Beauty,1626.37,739,Brittany,hnicholson@example.net,Gold,562.0,2026-01-26,HS,4477873367.0,2024-03-14,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
1802,TXN100568,30,,2,3764.04,110.0,2,2026-02-01 08:11:01.651584,-1859.29,1089793099,Send,Home,1882.02,876,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1803,TXN100568,3,,2,3162.18,110.0,2,2026-02-01 08:11:01.651584,-1859.29,1089793099,Picture,Grocery,1581.09,882,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1804,TXN100568,1,,3,2293.23,110.0,2,2026-02-01 08:11:01.651584,-1859.29,1089793099,Guy,Home,764.41,977,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1805,TXN100568,30,3.0,3,5646.06,110.0,2,2026-02-01 08:11:01.651584,-1859.29,1089793099,Send,Home,1882.02,876,Dale,brandybaker@example.net,Silver,4754.0,2026-01-02,HS,9985164957.0,2021-11-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
1813,TXN100571,2,,4,3757.36,21.0,2,2026-01-31 08:11:01.651733,-505.09,480536452,Throughout,Beauty,939.34,289,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1814,TXN100571,12,2.0,1,1932.98,21.0,2,2026-01-31 08:11:01.651733,-505.09,480536452,Hour,Grocery,1932.98,744,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
1815,TXN100571,15,,4,961.84,21.0,2,2026-01-31 08:11:01.651733,-505.09,480536452,Tell,Home,240.46,357,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1816,TXN100571,27,4.0,4,1641.88,21.0,2,2026-01-31 08:11:01.651733,-505.09,480536452,Ball,Grocery,410.47,34,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
1817,TXN100571,14,,4,2576.0,21.0,2,2026-01-31 08:11:01.651733,-505.09,480536452,Consider,Apparel,644.0,768,Margaret,chris23@example.net,Gold,1147.0,2025-12-14,AR,8898930088.0,2025-09-12,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
1868,TXN100589,7,,1,140.58,62.0,1,2026-01-28 08:11:01.656829,-1703.72,256661166,Later,Grocery,140.58,481,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,3078894242.0,2024-07-04,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
1869,TXN100589,27,2.0,2,820.94,62.0,1,2026-01-28 08:11:01.656829,-1703.72,256661166,Ball,Grocery,410.47,34,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,3078894242.0,2024-07-04,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
1870,TXN100589,20,,3,351.18,62.0,1,2026-01-28 08:11:01.656829,-1703.72,256661166,Standard,Home,117.06,236,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,3078894242.0,2024-07-04,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
1871,TXN100589,8,5.0,4,4938.84,62.0,1,2026-01-28 08:11:01.656829,-1703.72,256661166,Weight,Grocery,1234.71,746,Teresa,calderonann@example.org,Bronze,3991.0,2026-01-26,HS,3078894242.0,2024-07-04,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Result Sale,2026-01-12,2026-02-06,19.15,Beauty,Total amount is Negative or NULL
1942,TXN100611,1,3.0,1,764.41,99.0,3,2026-02-01 08:11:01.662312,-4712.27,1041375899,Guy,Home,764.41,977,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,6714843754.0,2022-07-28,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
1943,TXN100611,30,2.0,4,7528.08,99.0,3,2026-02-01 08:11:01.662312,-4712.27,1041375899,Send,Home,1882.02,876,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,6714843754.0,2022-07-28,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
1944,TXN100611,4,1.0,4,1757.44,99.0,3,2026-02-01 08:11:01.662312,-4712.27,1041375899,Offer,Beauty,439.36,835,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,6714843754.0,2022-07-28,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,Deep Sale,2026-01-06,2026-02-08,21.43,Grocery,Total amount is Negative or NULL
1945,TXN100611,18,,2,575.94,99.0,3,2026-02-01 08:11:01.662312,-4712.27,1041375899,Process,Beauty,287.97,811,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,6714843754.0,2022-07-28,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
1946,TXN100611,1,,4,3057.64,99.0,3,2026-02-01 08:11:01.662312,-4712.27,1041375899,Guy,Home,764.41,977,John,santosdanielle@example.org,Silver,1693.0,2025-12-22,HS,6714843754.0,2022-07-28,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
1954,TXN100615,17,,4,3633.2,67.0,3,2026-01-30 08:11:01.662507,-4454.75,5880453603,Ask,Home,908.3,72,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
1955,TXN100615,29,,1,1561.51,67.0,3,2026-01-30 08:11:01.662507,-4454.75,5880453603,Ground,Home,1561.51,84,Peter,brittneydavis@example.net,Silver,4199.0,2025-12-20,AR,3241595890.0,2023-10-01,Garcia LLC Store,New Karenchester,Georgia,2020-05-29,,,,,,Total amount is Negative or NULL
2006,TXN100633,20,4.0,1,117.06,29.0,1,2026-02-01 08:11:01.663467,-3729.82,4398525055,Standard,Home,117.06,236,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,5537567569.0,2025-11-24,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
2007,TXN100633,15,,4,961.84,29.0,1,2026-02-01 08:11:01.663467,-3729.82,4398525055,Tell,Home,240.46,357,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,5537567569.0,2025-11-24,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
2008,TXN100633,24,3.0,4,2631.36,29.0,1,2026-02-01 08:11:01.663467,-3729.82,4398525055,Technology,Electronics,657.84,512,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,5537567569.0,2025-11-24,Wood-Davis Store,Snyderport,Georgia,2024-04-15,Next Sale,2026-01-23,2026-02-09,23.25,ALL,Total amount is Negative or NULL
2009,TXN100633,3,,2,3162.18,29.0,1,2026-02-01 08:11:01.663467,-3729.82,4398525055,Picture,Grocery,1581.09,882,Angela,glennbrown@example.net,Bronze,1986.0,2025-12-10,AR,5537567569.0,2025-11-24,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
2012,TXN100635,2,2.0,2,1878.68,119.0,4,2026-02-01 08:11:01.663564,-4805.68,8647807501,Throughout,Beauty,939.34,289,Amanda,perkinsgina@example.org,Silver,2565.0,2025-12-17,HS,2168182977.0,2023-09-16,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Full Sale,2026-01-19,2026-02-17,15.89,Beauty,Total amount is Negative or NULL
2013,TXN100635,18,4.0,2,575.94,119.0,4,2026-02-01 08:11:01.663564,-4805.68,8647807501,Process,Beauty,287.97,811,Amanda,perkinsgina@example.org,Silver,2565.0,2025-12-17,HS,2168182977.0,2023-09-16,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,Follow Sale,2026-01-17,2026-02-19,6.19,Electronics,Total amount is Negative or NULL
2026,TXN100640,21,,3,5469.51,11.0,2,2026-01-31 08:11:01.666191,-2810.15,2439401396,Draw,Apparel,1823.17,783,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
2027,TXN100640,3,,3,4743.27,11.0,2,2026-01-31 08:11:01.666191,-2810.15,2439401396,Picture,Grocery,1581.09,882,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
2028,TXN100640,23,,4,5367.68,11.0,2,2026-01-31 08:11:01.666191,-2810.15,2439401396,Process,Home,1341.92,399,Valerie,rachel35@example.net,Gold,4496.0,2025-12-11,REG,8215339509.0,2025-08-03,"Arellano, Clark and Phelps Store",Wolfeland,Minnesota,2019-09-15,,,,,,Total amount is Negative or NULL
2072,TXN100659,21,,3,5469.51,104.0,4,2026-01-28 08:11:01.667234,-4954.32,816581786,Draw,Apparel,1823.17,783,Christopher,robert32@example.net,Bronze,225.0,2025-12-11,REG,1934907568.0,2022-10-08,Berry-Davis Store,Torresburgh,Alaska,2024-07-26,,,,,,Total amount is Negative or NULL
2081,TXN100663,19,,3,3046.77,117.0,1,2026-02-01 08:11:01.667433,-4082.46,6311179922,Security,Electronics,1015.59,941,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,449694448.0,2024-03-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
2082,TXN100663,7,,2,281.16,117.0,1,2026-02-01 08:11:01.667433,-4082.46,6311179922,Later,Grocery,140.58,481,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,449694448.0,2024-03-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
2083,TXN100663,23,,4,5367.68,117.0,1,2026-02-01 08:11:01.667433,-4082.46,6311179922,Process,Home,1341.92,399,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,449694448.0,2024-03-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
2084,TXN100663,25,,4,4256.52,117.0,1,2026-02-01 08:11:01.667433,-4082.46,6311179922,Money,Electronics,1064.13,60,Jose,brian04@example.net,Bronze,1069.0,2026-01-05,HS,449694448.0,2024-03-03,Wood-Davis Store,Snyderport,Georgia,2024-04-15,,,,,,Total amount is Negative or NULL
2097,TXN100668,16,,1,1384.25,57.0,5,2026-02-01 08:11:01.667694,-4428.78,9302133171,Summer,Apparel,1384.25,898,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,1145565689.0,2023-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2098,TXN100668,14,,2,1288.0,57.0,5,2026-02-01 08:11:01.667694,-4428.78,9302133171,Consider,Apparel,644.0,768,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,1145565689.0,2023-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2099,TXN100668,23,,4,5367.68,57.0,5,2026-02-01 08:11:01.667694,-4428.78,9302133171,Process,Home,1341.92,399,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,1145565689.0,2023-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2100,TXN100668,14,,2,1288.0,57.0,5,2026-02-01 08:11:01.667694,-4428.78,9302133171,Consider,Apparel,644.0,768,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,1145565689.0,2023-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2101,TXN100668,14,,1,644.0,57.0,5,2026-02-01 08:11:01.667694,-4428.78,9302133171,Consider,Apparel,644.0,768,Danielle,shelleywells@example.com,Gold,2255.0,2025-12-08,AR,1145565689.0,2023-08-03,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2147,TXN100683,28,,2,3881.38,2.0,5,2026-02-01 08:11:01.668384,-2679.6,1583215476,Loss,Apparel,1940.69,832,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,1185027919.0,2021-07-10,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2148,TXN100683,10,,1,176.85,2.0,5,2026-02-01 08:11:01.668384,-2679.6,1583215476,Without,Beauty,176.85,721,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,1185027919.0,2021-07-10,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2149,TXN100683,17,,3,2724.9,2.0,5,2026-02-01 08:11:01.668384,-2679.6,1583215476,Ask,Home,908.3,72,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,1185027919.0,2021-07-10,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
2150,TXN100683,29,,2,3123.02,2.0,5,2026-02-01 08:11:01.668384,-2679.6,1583215476,Ground,Home,1561.51,84,Erin,ann03@example.com,Bronze,3474.0,2026-01-22,HS,1185027919.0,2021-07-10,"Warren, Smith and Smith Store",North Marissa,Washington,2022-12-01,,,,,,Total amount is Negative or NULL
